"userid","userlocation","statusid","statustime","tweet"
"91497792","Utah","856567186726551553","2017-04-24 17:55:06","Instagress seeks revenge. #instagram servers down. Automation suspected. #fakenews @realDonaldTrump war on automation"
"1465286323","Salt Lake City, UT","856567180745261057","2017-04-24 17:55:04","@BBCWorld POTUS LIED HEN HE TOUTED SPACE SCIENCE YESTERDAY - HIS BUDGET AXING OF WORLD SCIENCE, MEDICAL, CANCER, PHARM IS HIS REAL ATTITUDE"
"305877707","Salt Lake City, UT","856566812992880641","2017-04-24 17:53:37","@maga_silverback Impressive resume! I guess Trump graduated before you from Wharton.  Thanks for follow"
"142418890","Utah","856566033141948417","2017-04-24 17:50:31","You deserve a Blodorn, or #BloodEagle @realDonaldTrump"
"843879457991544833","Salt Lake City, UT","856611859750764544","2017-04-24 20:52:37","@SenSchumer @senorrinhatch @SenJohnMcCain @SenFeinstein @SenMikeLee @SenateDems This govnt is RIDICULOUS-@POTUS not looking on USA best ints"
"350944073","Utah","856605988564090880","2017-04-24 20:29:17","This goes w/ anywhere anyone stays,it not to benefit the Trump entps., while in office.what is wrong w/Congress?"
"3230097594","Utah","856604672802648064","2017-04-24 20:24:03","@JingshiW Donald duck head ass"
"1013986122","utah","856603750034685952","2017-04-24 20:20:23","A wall will do absolutely nothing to stop the flow of drugs into the US. They will go by sea to Canada or Miami. Trump knows this."
"15359512","Salt Lake City","856602885840289795","2017-04-24 20:16:57","@realDonaldTrump * Unless you are old or sick."
"781930768100528129","Utah, USA","856600119059243012","2017-04-24 20:05:57","@CNNPolitics Ohhh, so hand-picking a huge group of six (6) voters is all you need to spread opinionistic shots at Trump?  Unreal #fakenews!"
"780574976659197953","Utah, USA","856599606842580992","2017-04-24 20:03:55","@realDonaldTrump What does this even mean?"
"93714886","Salt Lake City, UT","856597485694763008","2017-04-24 19:55:30","@Independent #crybaby and Chief @realDonaldTrump"
"179607750","Tooele, Utah","856597468057698304","2017-04-24 19:55:25","@realDonaldTrump Mr. President:100 days is a media hype record! Ignore it, just keep up the hard work!Now the GOP Congress shd do their job!"
"1118093179","Utah, USA","856596987499630592","2017-04-24 19:53:31","@Scavino45 @DG_TGA @realDonaldTrump @POTUS @jdgreenblatt45 @NStrom45 And also that nice young lady on the right.."
"849203306807382017","Salt Lake City","856596066921271298","2017-04-24 19:49:51","what if donald trump has secretly been banksy the entire time"
"815626367391789056","Northern Utah","856594477565173765","2017-04-24 19:43:32","@DenActivist @BreitbartNews This comment is silly beyond belief!  Trump  is a Capitalist; Bernie is a hypoctitcal Marxist!"
"68526129","School of Medicine U of U Salt Lake City, UT","856592004477734912","2017-04-24 19:33:43","@RogueSNRadvisor I care what he thnks @realDonaldTrump. What I dont care about is the insane drivel constantly flowing out of your mouth."
"18235949","Utah, USA","856591188157112320","2017-04-24 19:30:28","@thehill Has Trump ever been to a national park or monument?"
"3312613560","Salt Lake City, UT","856590805523353600","2017-04-24 19:28:57","@realDonaldTrump What a sad joke you are.  No one laughing over your EPA cuts and dismissal of climate change. #headinthesand"
"14311142","Salt Lake City, Utah","856589007085461506","2017-04-24 19:21:48","I wonder if the POTUS, when writing...puts ""an"" or ""a"" before the word #Huge"
"18235949","Utah, USA","856588866534334464","2017-04-24 19:21:15","@thehill Trump is simply a walking contradiction...who knows if he can be believed at any given moment"
"19999382","Salt Lake City, UT","856588602637074432","2017-04-24 19:20:12","@ScottyJWS @FoxNews NO COINCIDENCE TRUMP WANTS AN AUDIENCE FOR HIS TAX PROGRAM....

#antiPresident"
"835199560016285697","Salt Lake City, UT","856586189658234880","2017-04-24 19:10:36","It is becoming clear to me that we cannot depend on the judicial branch to bring trump &amp; his cronies down. We the citizens must take action"
"847922625107996672","Salt Lake City, UT","856586152429576192","2017-04-24 19:10:27","@SenateDems Re: upcoming White House Meeting on NK. Stop him. This is terrifying. Please, protect your country."
"21290769","Salt Lake City","856580314625327104","2017-04-24 18:47:16","It unwise to say the least. #msnbc #cnn #newsroom #foxnews #fauxnews #resist @realdonaldtrump (3/3)"
"3074930169","Utah, USA","856579500020162560","2017-04-24 18:44:01","@kurteichenwald @realDonaldTrump Deal maker my ass! #VivaMexico"
"17195746","Draper, Utah","856577622762864640","2017-04-24 18:36:34","@realDonaldTrump Sounds like wishing to me."
"309860483","Salt Lake City Ut","856577023069741056","2017-04-24 18:34:11","@realDonaldTrump Grow up"
"3140719786","Salt Lake City, UT","856576219340574722","2017-04-24 18:30:59","So, Trump plan is tax cuts funded by future GDP growth by dynamic scoring. I still remember when Dems did that with ACA. Good times."
"1319660402","Murray, Utah","856569795403071490","2017-04-24 18:05:28","Ivanka Trump &amp; Michelle Obama both bad AF 10/10 would smash either"
"187999251","Salt Lake City, UT","856569293768609792","2017-04-24 18:03:28","@JohnFugelsang @MrAlanCooper Yes, but has anyone told Trump that?"
"91497792","Utah","856567186726551553","2017-04-24 17:55:06","Instagress seeks revenge. #instagram servers down. Automation suspected. #fakenews @realDonaldTrump war on automation"
"1465286323","Salt Lake City, UT","856567180745261057","2017-04-24 17:55:04","@BBCWorld POTUS LIED HEN HE TOUTED SPACE SCIENCE YESTERDAY - HIS BUDGET AXING OF WORLD SCIENCE, MEDICAL, CANCER, PHARM IS HIS REAL ATTITUDE"
"305877707","Salt Lake City, UT","856566812992880641","2017-04-24 17:53:37","@maga_silverback Impressive resume! I guess Trump graduated before you from Wharton.  Thanks for follow"
"142418890","Utah","856566033141948417","2017-04-24 17:50:31","You deserve a Blodorn, or #BloodEagle @realDonaldTrump"
"24125209","Northern Utah / Chautauqua, NY","856564974860124160","2017-04-24 17:46:18","@pbump The Trump Dollar Menu: websites, diplomacy, defense. No wall tho"
"843879457991544833","Salt Lake City, UT","856563719869837312","2017-04-24 17:41:19","@ZekeJMiller @POTUS needs to stop speeding so much money on travel expenses for this flippn family/golf excursions. Govt would have more $$"
"843879457991544833","Salt Lake City, UT","856945303437561856","2017-04-25 18:57:36","@SenMikeLee Excuse me-but we need honest people in the WH and government. Stop covering up for Trump or Repb. Your embossing UT."
"348137765","Salt Lake City, UT","856944039479754752","2017-04-25 18:52:34","@realDonaldTrump Ok trump heres the flaw in your wall plan. The mexicans say no."
"854752103826313216","Utah/Washington D.C.","856943982869323776","2017-04-25 18:52:21","@realDonaldTrump Go fuck yourself you little traitor bitch."
"14304553","Salt Lake City, Utah ","856942996175994880","2017-04-25 18:48:26","Really @realDonaldTrump, Canada? You are such a buffoon."
"317251276","Salt Lake City, UT","856942292216590337","2017-04-25 18:45:38","@senorrinhatch @POTUS44 Oh FFS.   Will you stop your whining.     You did dick to help the previous POTUS.  #obstruction"
"826808861172527104","Utah, USA","856942086918098944","2017-04-25 18:44:49","@realDonaldTrump &amp; #trumpsupporters R not the enemy &amp;R not #FACSITS. #MAGA #FREESPEACH supporters R fighting back, we will defend ourselves."
"494955013","West Jordan Utah","856941078955474945","2017-04-25 18:40:49","@realDonaldTrump Better build a wall.  Oh yeah.  Canadians are too white."
"854752103826313216","Utah/Washington D.C.","856940819252563968","2017-04-25 18:39:47","@GarbanzoGorilla @LawyerRogelio @jasoninthehouse Long, long time. Trump finally gave the ok to go after this scapegoat."
"286383470","Utah","856940650888953857","2017-04-25 18:39:07","@08wvdcfan @TheOrigFRODO @realDonaldTrump Out of his nether regions...just digs around in his shit until something pops out."
"780208199978749953","Great State of Utah","856938572003155968","2017-04-25 18:30:51","Why is @POTUS spending time commemorating Jewish history instead of speaking out against the American historical monuments being removed?"
"195415742","Utah","856936753541677056","2017-04-25 18:23:37","@realDonaldTrump Good"
"1392604188","Salt Lake City, Utah","856936225780801536","2017-04-25 18:21:31","@LindseyGrahamSC Trump Admin &amp; Russia? Anything? We are not going to forget!"
"3311897193","Utah, USA","856936163617128448","2017-04-25 18:21:17","@Brooke_Babineau @HellcatOS1 @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA Yes later"
"107586114","West Valley, Utah","856935602385600512","2017-04-25 18:19:03","@dizzygirl812 Trump is president. No amount of stupidity surprises me any more."
"3311897193","Utah, USA","856935363612360704","2017-04-25 18:18:06","@Brooke_Babineau @HellcatOS1 @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA Against"
"1233021828","Salt Lake City, UT","856934459928592384","2017-04-25 18:14:30","@Ian_F_Janssen @masterofwarfare @rarmenta_ @POTUS You sound mad. Why are you so mad?"
"3311897193","Utah, USA","856933419372228609","2017-04-25 18:10:22","@Brooke_Babineau @HellcatOS1 @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA Countries."
"3311897193","Utah, USA","856932903074226176","2017-04-25 18:08:19","@Brooke_Babineau @HellcatOS1 @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA Like this."
"1924805550","Salt Lake City, UT","856930272654180352","2017-04-25 17:57:52","@Impeach_D_Trump @amazonbooks wow, that was quick."
"1233021828","Salt Lake City, UT","856929114392936448","2017-04-25 17:53:16","@MonsieurLeBlac @Scavino45 @POTUS Still here"
"3311897193","Utah, USA","856929109493956608","2017-04-25 17:53:15","@Brooke_Babineau @HellcatOS1 @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA Reduced to their confrontational and irrational tactics."
"2275494277","Utah, USA","856928396953124866","2017-04-25 17:50:25","@icydani418 @Israel_kesekwa @StaticDrift @MichaelMikon @nathanTbernard @realDonaldTrump How nice of you to identify yourself."
"3311897193","Utah, USA","856928061475794944","2017-04-25 17:49:05","@Brooke_Babineau @HellcatOS1 @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA No liberal has ever honored that criteria"
"3311897193","Utah, USA","856927739923750914","2017-04-25 17:47:48","@Brooke_Babineau @HellcatOS1 @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA Why do you need to see his taxes?"
"2891047298","Great Salt Lake City","856927428530155521","2017-04-25 17:46:34","The universal use of ""Not-zees"" is pretty recent phenomenon. Maybe Trump saying ""Nah-zee"" will pave the way for ""Gnat-zee"" to come back."
"2275494277","Utah, USA","856923935853744128","2017-04-25 17:32:41","@peterknox @kenny_1953 @wellturned @WhiteHouse @POTUS You really need to stop listening to CNN."
"160426800","Utah","856919812697542656","2017-04-25 17:16:18","@clintsessentia1 @JGreenblattADL @ADL_National @realDonaldTrump @POTUS Remember when people said that about Barack Obama? Yeah...me neither."
"2275494277","Utah, USA","856918927825399808","2017-04-25 17:12:47","@davesiegel @hale4jesus @realDonaldTrump What fantasyland are you living in?"
"2275494277","Utah, USA","856917635027668993","2017-04-25 17:07:39","@Boricuaex @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA Wrong, Obama produced a ""Certificate of live Birth"" not a Birth certificate"
"2219150923","Utah, USA","856917134823243776","2017-04-25 17:05:40","@IvankaTrump Yellow face is really looked down upon @realDonaldTrump"
"839202409675005952","Utah","856911372805824512","2017-04-25 16:42:46","@AynRandPaulRyan @realDonaldTrump Is your life just monitoring President Trump tweets? Jw."
"160426800","Utah","856910362997805056","2017-04-25 16:38:45","@JYSexton Apparently he was hiding his balls in his office, all this time I thought Trump had stolen them and was keeping them at the WH."
"839202409675005952","Utah","856910350301540352","2017-04-25 16:38:42","@realDonaldTrump Everytime the media says some bullshit the wall gets 10 feet higher."
"843879457991544833","Salt Lake City, UT","856908767039938561","2017-04-25 16:32:25","@realDonaldTrump I like a fence - fence sounds good - chain link cheaper to build and easier to install. But still waste of $$$ @JebBush"
"3241840560","Utah, USA","856903195867480064","2017-04-25 16:10:17","@NancyPelosi @realDonaldTrump The fourth person to the right of the circle, in the brown suit, with the black hair."
"1968143634","Utah, USA","856903175164403713","2017-04-25 16:10:12","@brianklaas Come on, why would geography be important for @potus?"
"3241840560","Utah, USA","856902826290667520","2017-04-25 16:08:48","I wish I could have a bot autopost a reply to every @realDonaldTrump @POTUS tweet: ""I know you are but what am I?"""
"24108229","Mascoutah, IL","856899679849787393","2017-04-25 15:56:18","@politico @POLITICOMag Is it b/c our @POTUS can say whatever he wants and get away with it? Are we sinking to his unprofessional ways??"
"2555164123","Salt Lake City","856899034392297472","2017-04-25 15:53:44","@realDonaldTrump would you do a Q&amp;A session hooked up to a lie detector?"
"2435095796","utah","856897645691809792","2017-04-25 15:48:13","@realDonaldTrump you are now going to go after Canada... Really .... You are losing it"
"179607750","Tooele, Utah","856896931800403968","2017-04-25 15:45:23","@realDonaldTrump Ask Ldrs why they take off in August every year? Started over 200 years ago due to NO AIR CONDITIONING! No excuse now w/AC."
"1564067634","Utah, USA","856895608606601216","2017-04-25 15:40:08","@WhiteHouse @POTUS What world are you living in @WhiteHouse This is delusional at best."
"2275494277","Utah, USA","856895470182051840","2017-04-25 15:39:35","@Israel_kesekwa @icydani418 @StaticDrift @MichaelMikon @nathanTbernard @realDonaldTrump I would have to go with ""C- both A and B""."
"2597534192","Utah, USA","856895068753375232","2017-04-25 15:37:59","Oh, my, my, Donald, Naziii? Read left read right, hand in air accentuates each phrase as he reads. Naziiiis?"
"179607750","Tooele, Utah","856894941112537089","2017-04-25 15:37:28","@seanhannity A- for first 100 days. Learning curve plus a sneaky Ryan and other swamp dwellers holding things up!! Hope POTUS takes names!!!"
"705552792308428800","Utah, USA","856894037470531584","2017-04-25 15:33:53","BUILD THE DAMN WALL NOW!
@HouseGOP 
@POTUS"
"705552792308428800","Utah, USA","856893704757321732","2017-04-25 15:32:34","Build the damn wall!  
@POTUS 
@SenateMajLdr 
@SpeakerRyan 
@senorrinhatch 
@SenMikeLee 
@RepMiaLove 
@RepChrisStewart 
@jasoninthehouse"
"725111657446305792","Utah, USA","856892162901815297","2017-04-25 15:26:26","@realDonaldTrump When are you releasing your taxes you promised"
"146141469","Salt Lake City","856892095952334848","2017-04-25 15:26:10","@fsuwin1 @realDonaldTrump Which happens to be totally legal, btw."
"725111657446305792","Utah, USA","856891631336804352","2017-04-25 15:24:19","@realDonaldTrump Have you ever in your whole life done anything for anyone that did not profit you, have you always been such a bully"
"14304553","Salt Lake City, Utah ","856891528727244801","2017-04-25 15:23:55","@realDonaldTrump Do not pick a fight with Canada. Seriously, you are looking like an insecure playground bully picking fights with anyone."
"14304553","Salt Lake City, Utah ","856891322531106818","2017-04-25 15:23:06","@realDonaldTrump The wall will be your lifelong folly. It is a stupid, reactionary idea - and this American will not pay for it."
"3311897193","Utah, USA","856891242386411521","2017-04-25 15:22:47","@Brooke_Babineau @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA More long term liberal tactics for sure."
"822647366117445632","Utah","856890789049192448","2017-04-25 15:20:59","@brianmcarey #BuildTheWall #trump #maga @SenateMajLdr @SpeakerRyan WE R SICK TIRED U RINOS OBSTRUCTING TRUMP DO UR JOB OR WE WILL REMOVE U"
"769240562561986560","Utah, USA","856888698486407168","2017-04-25 15:12:40","@IWV @realDonaldTrump If you have wealth alot if you are struggling not a thing."
"459534744","Salt Lake City, UT","856887241041367040","2017-04-25 15:06:53","@NeKap I remember the last time we invaded Canada. They came back and burnt the White House down."
"2275494277","Utah, USA","856886923775881220","2017-04-25 15:05:37","@davesiegel @hale4jesus @realDonaldTrump Was Obama or any other president ever really held to what they said?"
"769240562561986560","Utah, USA","856886705168699393","2017-04-25 15:04:45","@FoxBusiness the only ones I see celebrating are the rich cause P Trump is not doing for the little guy only trickle down economics."
"31719271","Utah","856886653633286144","2017-04-25 15:04:33","@NancyPelosi @realDonaldTrump Nobody believes your lies"
"807311199595397120","Beautiful Utah","856886059900166144","2017-04-25 15:02:11","@davidfrum My understanding is that the dairy farmers in WI disagree. Wrote a letter to Canada as such. Maybe they should tell Trump."
"3311897193","Utah, USA","856885476996689921","2017-04-25 14:59:52","@Brooke_Babineau @Titans247 @OfficialSPGB @POTUS @SecretarySonny @USDA Just using lib-tard tactics. The true babies"
"461682038","Utah","856885141255241728","2017-04-25 14:58:32","@realDonaldTrump The wall is an affront to the whole world, as are you. #embarrassed to be American. #NeverMyPresident"
"461682038","Utah","856884776581480448","2017-04-25 14:57:05","@realDonaldTrump The wall is the stupidest idea ever. Over, under, through, around. Ways to breech your damn wall!"
"362860286","Salt Lake City, Utah","856884322313281536","2017-04-25 14:55:17","@CM_Thrive @MarlaMartinez93 @60Milla @Scavino45 @POTUS @realDonaldTrump @WhiteHouse @USTreasury @stevenmnuchin1 Thanks?"
"461682038","Utah","856884065961627649","2017-04-25 14:54:16","@realDonaldTrump @NASA @AstroPeggy @POTUS And you talk about recycled urine? #classless #clueless #embarrassment"
"1685962902","Utah, USA","856884012182155264","2017-04-25 14:54:03","@WickedestWitch2 @POTUS Yep.... 110% Support for @POTUS or any #US #President past or future"
"461682038","Utah","856883671445393408","2017-04-25 14:52:42","@realDonaldTrump The public are in favor of Obamacare. Wake up and wise up, dude #ashamed of president #warmonger #dictatorinchief"
"595257903","Utah, USA","856882929548406784","2017-04-25 14:49:45","@Floidberger I would rather have the family guy version of Bush than trump"
"838575658477375488","Utah, USA","856882432988991489","2017-04-25 14:47:46","@DeseretNews @DeseretNews The country really needs real news coverage, not coated with an anti-Trump slant. Get your act together."
"97043832","utah","856874577066119168","2017-04-25 14:16:33","@POTUS Mr President. Support our Veterans get them the help they need NOW.  It is imperative that they be supported by their country."
"362860286","Salt Lake City, Utah","856872136392282112","2017-04-25 14:06:51","@MarlaMartinez93 @CM_Thrive @60Milla @Scavino45 @POTUS @realDonaldTrump @WhiteHouse @USTreasury @stevenmnuchin1 Can you give me a list?"
"35758607","Utah County","856871496597331968","2017-04-25 14:04:19","Apparently Donald is antagonizing Canada now. Why? Maybe he hopes to convince _them_ to build a wall on their southern border?"
"2992379172","Utah, USA","856870491570786305","2017-04-25 14:00:19","@realDonaldTrump PLEASE watch least this part 2.  Prophecy NEW!! Q-CAST((PART 2)) Steve Quayle Henry Gruver Russia to Nuke USA"
"806576452690935810","Utah, USA","856869675648659456","2017-04-25 13:57:05","@LadyGirlPerson @realDonaldTrump How about a particle accelerator? Or a Mexican/American cultural appreciation museum?"
"806576452690935810","Utah, USA","856869257682046976","2017-04-25 13:55:25","@realDonaldTrump What makes you think a wall is going to stop anybody? Have you seen the tunnels? Why not build a mex/amer. cultural center?"
"769240562561986560","Utah, USA","856868767397052416","2017-04-25 13:53:28","@POTUS Saturday is 100 days and still no word on allowing homeless to build your wall. Most would doing anything to be working again."
"806576452690935810","Utah, USA","856868354719723521","2017-04-25 13:51:50","@LadyGirlPerson @realDonaldTrump You can blow a big hole in a wall with dynamite."
"139054421","mascoutah, illinois","856868268954574850","2017-04-25 13:51:29","@BenHooperWrites @drb1213 @kellylesick @ShallowGal @realDonaldTrump Deflection"
"362860286","Salt Lake City, Utah","856867732662497281","2017-04-25 13:49:21","@MarlaMartinez93 @Scavino45 @POTUS @realDonaldTrump @WhiteHouse @USTreasury @stevenmnuchin1 Of course not."
"2275494277","Utah, USA","856866914936791040","2017-04-25 13:46:06","@davesiegel @hale4jesus @realDonaldTrump Is that why there are multiple construction companies submitting bids."
"2275494277","Utah, USA","856866332058558469","2017-04-25 13:43:48","@GerberKawasaki @realDonaldTrump You know there are plans in the construction of the wall to prevent tunneling.

Your ignorance is showing."
"836360612988899330","Salt Lake City, UT","856864664377896960","2017-04-25 13:37:10","@realDonaldTrump Bomb the shit out of them."
"1233021828","Salt Lake City, UT","856863687486787584","2017-04-25 13:33:17","@emojiDonalTrump @POTUS Look how mad you are"
"2275494277","Utah, USA","856859564037349376","2017-04-25 13:16:54","@hale4jesus @ColeLedford11 @jeff_hinkley @realDonaldTrump No problem, we will help pay for it and help build it."
"987483512","Utah","856859239368847362","2017-04-25 13:15:36","@realDonaldTrump Oh are you going to build a wall along U.S. &amp; Canada ?"
"987483512","Utah","856858947617271814","2017-04-25 13:14:27","@realDonaldTrump Oh planning on shutting the gov. down with your damn wall ?"
"24025513","Salt Lake City, UT","857312632872644608","2017-04-26 19:17:14","@SenMikeLee @sltrib @realDonaldTrump why do you hate Utah so badly?"
"843879457991544833","Salt Lake City, UT","857312334976434176","2017-04-26 19:16:03","@thomaswburr @sltrib @GovHerbert Oh great, meeting with a traitor (Trump) - Gov Herbert"
"3839330954","Salt Lake City, UT","857311652726792192","2017-04-26 19:13:20","@AgentsofSHIELD great Trump easter egg.  I hate that it made me laugh.  Maybe he is just part of the framework."
"15651678","Salt Lake City, UT, USA","857309207300718592","2017-04-26 19:03:37",". @realDonaldTrump when are you actually going to start creating something good as opposed to destroying what was done before you?"
"793899403413041152","Utah, USA","857308626397954048","2017-04-26 19:01:19","@senorrinhatch @sltrib @POTUS @VP Please keep #BearsEars and #GrandStaircase. Utah is known for nature, and we have to protect that land."
"165091183","West Point, Utah","857307180466188288","2017-04-26 18:55:34","@JayMacNewsShow you sir are no Trump supporter. Do these people ever really listen to the words That come out of your mouth? SMH!"
"36191695","Salt Lake City, Utah","857306308185268224","2017-04-26 18:52:06","@BetterUtah says the EO by @POTUS on monuments puts industry ahead of landscapes and future generations #utpol"
"300520515","Utah, USA","857306187598974976","2017-04-26 18:51:37","@PrisonPlanet Naive, or part of the Trump chess game"
"142560756","Utah, USA","857306174915584005","2017-04-26 18:51:34","@realDonaldTrump @Interior THANK YOU! THANK YOU! THANK YOU!"
"2768950767","Park City Utah USA","857306059865706496","2017-04-26 18:51:07","@realDonaldTrump @Interior Save something for our grandchildren"
"1093174824","Salt Lake City, UT","857305117950738433","2017-04-26 18:47:22","@SenMikeLee @realDonaldTrump This a disgrace"
"796584618686234624","Utah, USA","857304719328292864","2017-04-26 18:45:47","@SecretService When are you going to arrest Trump his family and his administration? Lets speed it up a little."
"21684645","Salt Lake City, UT ","857304692354818048","2017-04-26 18:45:41","@SenMikeLee @realDonaldTrump Your appalling contempt for the people of Utah makes me sick, Senator."
"843879457991544833","Salt Lake City, UT","857304646980837376","2017-04-26 18:45:30","@SenMikeLee @realDonaldTrump This is ridiculous."
"2196646711","Utah, USA","857304612935573504","2017-04-26 18:45:22","@POTUS IRS has to STOP giving massive refunds to illegals with stolen SSN, they pay 0 tax get big refund! Big problem for natl debt"
"34845937","SoJo, Utah","857304485177155584","2017-04-26 18:44:51","I stopped watching @espn a long time ago. I have 2 watch @maxkellerman voice his opinion on POTUS? Stick 2 sports ESPN.. Or should I say CNN"
"21449773","Salt Lake City, UT","857304268088279041","2017-04-26 18:44:00","@DeityFree .Soul inside trump also wears Kim jong un."
"740577573990604802","Salt Lake City, UT","857304186127384576","2017-04-26 18:43:40","@SenMikeLee @realDonaldTrump I find need to rescind you!"
